institution,source,member,grid,experiment,time,year,month,rsds_into_surface_Wm2,rlds_into_surface_Wm2,rsus_into_surface_Wm2,rlus_into_surface_Wm2,hfss_into_surface_Wm2,hfls_into_surface_Wm2,seb_Wm2,pi_clim_rsds_into_surface_Wm2,pi_clim_rlds_into_surface_Wm2,pi_clim_rsus_into_surface_Wm2,pi_clim_rlus_into_surface_Wm2,pi_clim_hfss_into_surface_Wm2,pi_clim_hfls_into_surface_Wm2,pi_clim_seb_Wm2,rsds_into_surface_Wm2_anom,rlds_into_surface_Wm2_anom,rsus_into_surface_Wm2_anom,rlus_into_surface_Wm2_anom,hfss_into_surface_Wm2_anom,hfls_into_surface_Wm2_anom,seb_anom_Wm2
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-01,2015,1,1.6096393596301406,207.387786947466,-0.7233614804650662,-244.77464528252054,-19.174963396834915,-26.258602244891474,-81.93414609761585,1.7712855367462557,193.51735375637315,-0.8502733008512581,-234.87044937538272,-23.86721337850485,-26.25449556897355,-90.55379233059296,-0.16164617711611506,13.870433191092843,0.12691182038619186,-9.904195907137819,4.692249981669935,-0.004106675917924463,8.619646232977104
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-02,2015,2,10.914244723350144,194.74386502750198,-5.995539989331266,-232.8890161207466,-25.17286036076242,-30.07385964063284,-88.47316636062098,11.55970601437601,191.62369325275523,-6.606458740120186,-231.6874502923803,-21.931697785718573,-24.95148577699254,-81.99369332808034,-0.6454612910258657,3.1201717747467512,0.6109187507889207,-1.2015658283662844,-3.241162575043848,-5.1223738636402985,-6.479473032540639
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-03,2015,3,54.583559729704255,202.23934033552533,-33.7331801130044,-242.82121133082907,-19.00450594078687,-24.41955547178417,-63.155552791174934,56.13800297534046,196.2644022846432,-35.41458024924131,-238.30473644130976,-18.657755722311794,-22.654961293577593,-62.629628446456785,-1.5544432456362074,5.974938050882116,1.6814001362369098,-4.516474889519316,-0.34675021847507637,-1.764594178206579,-0.525924344718149
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-04,2015,4,149.75137861423127,219.74366456885198,-95.14887360326277,-265.32425358629996,-13.616273341245039,-21.226055056014534,-25.820412403739063,153.2479074056364,214.20182912998084,-99.26572069259429,-261.552836508344,-13.081636315265856,-19.305394139844598,-25.7558511204315,-3.496528791405126,5.541835438871146,4.1168470893315146,-3.7714170779559595,-0.5346370259791833,-1.9206609161699362,-0.06456128330756172
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-05,2015,5,238.79852133894178,253.31217449897605,-141.6347575137751,-296.83875610649727,-8.364300833556397,-19.330222190644065,25.942659193444968,241.03891838656568,254.21670726459607,-144.7144825141034,-297.39149667715776,-8.094583582678114,-18.50193695082072,26.553125926401776,-2.240397047623901,-0.9045327656200186,3.0797250003282954,0.5527405706604895,-0.26971725087828347,-0.8282852398233445,-0.6104667329568088
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-06,2015,6,251.37089005089257,291.23701141925153,-103.72183012090096,-322.7298487681695,-2.5593975789956995,-16.08767851583014,97.50914648624772,260.2164254297237,287.0038050186511,-113.6627940608713,-320.62660812235214,-2.835478692518435,-16.094921820290953,94.00042775234198,-8.84553537883113,4.233206400600409,9.940963939970345,-2.1032406458173796,0.2760811135227357,0.0072433044608111175,3.508718733905738
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-07,2015,7,212.6522284766185,303.0969017454497,-54.01108986946888,-330.5630149282444,0.4819147315340441,-10.797122920912624,120.85981723497629,219.05569083719826,298.8327298050733,-60.105708476345235,-328.6572750183857,-1.7054354106076173,-13.294485965336476,114.12551577159657,-6.403462360579766,4.2641719403764,6.094618606876352,-1.9057399098587098,2.1873501421416615,2.4973630444238513,6.7343014633797225
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-08,2015,8,136.62165324825912,302.8234334575896,-28.151265218735077,-333.0379293873266,-2.2466265378498704,-14.029788006400766,61.97947755553642,139.79359279948207,298.6805538355291,-33.60862332504284,-330.36589726582446,-3.9571878035448336,-17.006565122511947,53.53587311808713,-3.1719395512229482,4.142879622060491,5.457358106307765,-2.672032121502127,1.7105612656949631,2.9767771161111813,8.443604437449288
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-09,2015,9,56.651904366523674,291.5724340258342,-11.679609503969425,-324.42198208240364,-9.91289248894388,-27.48634090245874,-25.276486585417786,60.93004070852624,281.3113196144202,-15.345434575146175,-317.96678156134163,-10.138909399592862,-25.465388364806902,-26.67515357794116,-4.278136342002568,10.261114411413985,3.6658250711767497,-6.455200521062011,0.22601691064898155,-2.020952537651837,1.3986669925233741
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-10,2015,10,14.76597315346521,258.58431685475966,-2.999139629594213,-299.23331572534346,-20.4412972958999,-32.82591751196813,-82.14938015458081,16.023401334949043,251.59390963270272,-3.6989961346598985,-292.77404367910043,-18.194006080657793,-30.29694088612855,-77.34667581289493,-1.2574281814838333,6.990407222056945,0.6998565050656853,-6.459272046243029,-2.2472912152421074,-2.5289766258395794,-4.802704341685882
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-11,2015,11,2.669724678117378,235.62747565464682,-0.43594992411668443,-276.5687565934489,-19.383429394731746,-29.07252452291711,-87.16346010245024,2.719050983242942,222.49099492895394,-0.50561533275996,-266.1075685464417,-24.128708299687634,-30.33881213568567,-95.87065840237814,-0.04932630512556413,13.136480725692877,0.06966540864327553,-10.46118804700717,4.745278904955889,1.2662876127685614,8.707198299927896
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2015-12,2015,12,0.6729631043644662,213.1260221146399,-0.17150152534333044,-253.77127676486444,-24.788259123227355,-27.803670547302946,-92.7357227417337,0.7390062539791493,202.2764338131992,-0.23480611576753416,-245.65020073937973,-25.410773637326198,-28.119939534282114,-96.40027995957725,-0.06604314961468316,10.849588301440718,0.06330459042420372,-8.121076025484712,0.6225145140988424,0.3162689869791677,3.6645572178435515
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-01,2016,1,1.6296688383964157,196.02260936237147,-0.7183859051150357,-238.5428090517499,-31.449436141229963,-32.31294232236774,-105.37129521969479,1.7712855367462557,193.51735375637315,-0.8502733008512581,-234.87044937538272,-23.86721337850485,-26.25449556897355,-90.55379233059296,-0.14161669834983992,2.5052556059983146,0.13188739573622232,-3.6723596763671935,-7.582222762725113,-6.05844675339419,-14.817502889101831
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-02,2016,2,11.432835625793583,191.17198444239816,-6.217148502706033,-230.7821003452271,-20.91284345858673,-23.556794101735562,-78.86406634006369,11.55970601437601,191.62369325275523,-6.606458740120186,-231.6874502923803,-21.931697785718573,-24.95148577699254,-81.99369332808034,-0.12687038858242694,-0.45170881035707566,0.38931023741415327,0.905349947153212,1.0188543271318409,1.3946916752569791,3.1296269880166534
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-03,2016,3,55.694445670444956,198.3857155047455,-34.16729589660253,-240.23972258911763,-16.634599581220886,-21.30602317919833,-58.26748007094892,56.13800297534046,196.2644022846432,-35.41458024924131,-238.30473644130976,-18.657755722311794,-22.654961293577593,-62.629628446456785,-0.4435573048955064,2.12131322010228,1.2472843526387791,-1.9349861478078765,2.023156141090908,1.348938114379262,4.362148375507864
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-04,2016,4,151.22012895753608,215.48724515267025,-96.6050265945308,-262.9563431319959,-13.808398431553968,-19.599731388285477,-26.262125436159778,153.2479074056364,214.20182912998084,-99.26572069259429,-261.552836508344,-13.081636315265856,-19.305394139844598,-25.7558511204315,-2.027778448100321,1.285416022689418,2.6606940980634874,-1.4035066236518787,-0.7267621162881124,-0.29433724844087905,-0.5062743157282767
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-05,2016,5,231.14368415276851,259.6576904668802,-136.32978444755577,-300.4512770609634,-7.911170265264952,-19.5178466965225,26.591296149342103,241.03891838656568,254.21670726459607,-144.7144825141034,-297.39149667715776,-8.094583582678114,-18.50193695082072,26.553125926401776,-9.895234233797169,5.440983202284116,8.384698066547628,-3.0597803838056166,0.18341331741316225,-1.01590974570178,0.03817022294032668
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-06,2016,6,244.46206564669845,294.15373428801416,-98.08802965036307,-322.8584763856142,-2.5108343381479514,-16.052016101964842,99.10644345862256,260.2164254297237,287.0038050186511,-113.6627940608713,-320.62660812235214,-2.835478692518435,-16.094921820290953,94.00042775234198,-15.75435978302525,7.149929269363042,15.574764410508237,-2.231868263262072,0.3246443543704838,0.04290571832611079,5.106015706280587
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-07,2016,7,209.50430782816085,303.89628749776995,-51.188743421364975,-330.6233976559912,-1.481853105924964,-11.53048777753485,118.57611336511484,219.05569083719826,298.8327298050733,-60.105708476345235,-328.6572750183857,-1.7054354106076173,-13.294485965336476,114.12551577159657,-9.551383009037409,5.063557692696634,8.91696505498026,-1.9661226376055083,0.22358230468265328,1.7639981878016258,4.450597593518268
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-08,2016,8,134.94372425662334,303.3334880351914,-27.28474521198827,-334.12768546154706,-4.600876242038376,-17.487880913782856,54.776024462458196,139.79359279948207,298.6805538355291,-33.60862332504284,-330.36589726582446,-3.9571878035448336,-17.006565122511947,53.53587311808713,-4.849868542858729,4.6529341996622975,6.3238781130545725,-3.761788195722602,-0.6436884384935428,-0.48131579127090873,1.2401513443710641
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-09,2016,9,57.57412949165829,292.86327761055486,-11.957189693792515,-325.1231175155785,-7.864101484504329,-23.96902895780211,-18.476030549464237,60.93004070852624,281.3113196144202,-15.345434575146175,-317.96678156134163,-10.138909399592862,-25.465388364806902,-26.67515357794116,-3.355911216867952,11.55195799613466,3.3882448813536605,-7.156335954236852,2.274807915088533,1.4963594070047925,8.199123028476922
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-10,2016,10,15.384539503303378,265.31480855850555,-2.9786903273067122,-303.07708925969473,-15.374308161442585,-27.817042556764893,-68.54778224340001,16.023401334949043,251.59390963270272,-3.6989961346598985,-292.77404367910043,-18.194006080657793,-30.29694088612855,-77.34667581289493,-0.6388618316456647,13.720898925802828,0.7203058073531863,-10.3030455805943,2.8196979192152085,2.4798983293636567,8.798893569494922
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-11,2016,11,2.7556213273295738,230.80568856819767,-0.4300131247398411,-274.87640731737235,-26.1154804058264,-34.53011491150681,-102.39070586391816,2.719050983242942,222.49099492895394,-0.50561533275996,-266.1075685464417,-24.128708299687634,-30.33881213568567,-95.87065840237814,0.036570344086631845,8.314693639243728,0.07560220802011886,-8.768838770930643,-1.9867721061387655,-4.191302775821136,-6.520047461540017
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2016-12,2016,12,0.6786461410934274,206.71881987967734,-0.1804234748397002,-251.37101985313464,-33.18468146053573,-36.07449681069643,-113.41315557843573,0.7390062539791493,202.2764338131992,-0.23480611576753416,-245.65020073937973,-25.410773637326198,-28.119939534282114,-96.40027995957725,-0.06036011288572196,4.44238606647815,0.05438264092783396,-5.720819113754914,-7.77390782320953,-7.954557276414317,-17.012875618858487
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-01,2017,1,1.5656543255667394,204.00448755882664,-0.7231070807573273,-243.74909973463136,-23.324186271478368,-28.219503346750916,-90.4457545492246,1.7712855367462557,193.51735375637315,-0.8502733008512581,-234.87044937538272,-23.86721337850485,-26.25449556897355,-90.55379233059296,-0.20563121117951622,10.487133802453485,0.12716622009393075,-8.878650359248638,0.5430271070264823,-1.965007777777366,0.10803778136835263
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-02,2017,2,11.002898977661905,200.3657748382662,-5.7801018238492725,-240.2600231369134,-17.307745287425643,-24.135071950963553,-76.11426838322375,11.55970601437601,191.62369325275523,-6.606458740120186,-231.6874502923803,-21.931697785718573,-24.95148577699254,-81.99369332808034,-0.5568070367141047,8.74208158551096,0.8263569162709139,-8.572572844533084,4.62395249829293,0.8164138260289882,5.879424944856595
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-03,2017,3,52.92151641690478,202.84977579256017,-33.055137330405714,-244.8061886312311,-23.987879828121322,-26.19804105111973,-72.27595463141293,56.13800297534046,196.2644022846432,-35.41458024924131,-238.30473644130976,-18.657755722311794,-22.654961293577593,-62.629628446456785,-3.216486558435683,6.585373507916955,2.3594429188355974,-6.501452189921338,-5.330124105809528,-3.543079757542138,-9.646326184956145
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-04,2017,4,146.72296104334475,226.5742292830005,-92.5483533078517,-271.6949051748098,-13.90307946547943,-20.918601835931437,-25.76774945772711,153.2479074056364,214.20182912998084,-99.26572069259429,-261.552836508344,-13.081636315265856,-19.305394139844598,-25.7558511204315,-6.524946362291644,12.372400153019669,6.717367384742587,-10.142068666465775,-0.8214431502135735,-1.613207696086839,-0.01189833729560874
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-05,2017,5,235.1732575129824,261.09877159193235,-136.00922215780628,-302.91093849304207,-8.176962127232784,-19.64776867774238,29.527137649091227,241.03891838656568,254.21670726459607,-144.7144825141034,-297.39149667715776,-8.094583582678114,-18.50193695082072,26.553125926401776,-5.865660873583295,6.8820643273362805,8.705260356297117,-5.519441815884306,-0.08237854455467009,-1.14583172692166,2.9740117226894505
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-06,2017,6,250.56392547998297,289.9515926648938,-108.62656398928253,-321.8255502525102,-2.7454527730697134,-17.041739048164242,90.27621208185005,260.2164254297237,287.0038050186511,-113.6627940608713,-320.62660812235214,-2.835478692518435,-16.094921820290953,94.00042775234198,-9.65249994974073,2.9477876462426593,5.036230071588776,-1.1989421301580592,0.09002591944872185,-0.9468172278732894,-3.7242156704919296
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-07,2017,7,212.67328991167804,302.18905811320474,-53.20200179189385,-330.5542319521819,-0.7650841572006166,-12.218448623324466,118.12258150028191,219.05569083719826,298.8327298050733,-60.105708476345235,-328.6572750183857,-1.7054354106076173,-13.294485965336476,114.12551577159657,-6.382400925520216,3.356328308131424,6.903706684451386,-1.8969569337962184,0.9403512534070007,1.0760373420120093,3.9970657286853424
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-08,2017,8,134.84043250760666,303.48559030342597,-27.54094510702667,-332.9544310743417,-2.4785647665144253,-15.645421643925161,59.70666021922469,139.79359279948207,298.6805538355291,-33.60862332504284,-330.36589726582446,-3.9571878035448336,-17.006565122511947,53.53587311808713,-4.953160291875406,4.805036467896855,6.067678218016173,-2.5885338085172407,1.4786230370304083,1.3611434785867864,6.170787101137556
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-09,2017,9,57.8205006246764,290.2028727389287,-11.48708775011962,-325.03694760321537,-9.368879115780313,-27.757993536988085,-25.627534642498247,60.93004070852624,281.3113196144202,-15.345434575146175,-317.96678156134163,-10.138909399592862,-25.465388364806902,-26.67515357794116,-3.1095400838498435,8.891553124508505,3.8583468250265547,-7.070166041873733,0.7700302838125488,-2.292605172181183,1.0476189354429124
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-10,2017,10,15.57363782258815,262.16741180301466,-3.1217889198845636,-301.65262820811085,-15.569611541543448,-29.605025367337053,-72.20800441127315,16.023401334949043,251.59390963270272,-3.6989961346598985,-292.77404367910043,-18.194006080657793,-30.29694088612855,-77.34667581289493,-0.4497635123608923,10.57350217031194,0.5772072147753349,-8.878584529010425,2.624394539114345,0.6919155187914967,5.138671401621778
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-11,2017,11,2.6487166333850856,235.87351504507362,-0.4493068023955625,-276.7102339126841,-21.178572683757878,-29.434140251689453,-89.2500219720683,2.719050983242942,222.49099492895394,-0.50561533275996,-266.1075685464417,-24.128708299687634,-30.33881213568567,-95.87065840237814,-0.07033434985785636,13.382520116119679,0.05630853036439748,-10.602665366242377,2.9501356159297565,0.9046718839962189,6.620636430309844
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2017-12,2017,12,0.6987491175002409,213.28810468487268,-0.19543597144484384,-256.9114545746603,-30.483474691602478,-37.06034073863361,-110.66385217396834,0.7390062539791493,202.2764338131992,-0.23480611576753416,-245.65020073937973,-25.410773637326198,-28.119939534282114,-96.40027995957725,-0.040257136478908384,11.011670871673488,0.039370144322690315,-11.26125383528057,-5.07270105427628,-8.940401204351499,-14.26357221439109
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-01,2018,1,1.699725466250209,200.1640738108967,-0.7779552730290838,-242.87171532246694,-23.915338892428977,-28.83511856967477,-94.53632878045286,1.7712855367462557,193.51735375637315,-0.8502733008512581,-234.87044937538272,-23.86721337850485,-26.25449556897355,-90.55379233059296,-0.07156007049604662,6.646720054523541,0.07231802782217422,-8.001265947084221,-0.048125513924127006,-2.5806230007012196,-3.982536449859907
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-02,2018,2,11.10943942506575,199.13109427281466,-5.892439272820371,-239.24045861218482,-23.05515415201704,-26.813137261105144,-84.76065560024698,11.55970601437601,191.62369325275523,-6.606458740120186,-231.6874502923803,-21.931697785718573,-24.95148577699254,-81.99369332808034,-0.4502665893102602,7.507401020059433,0.7140194672998152,-7.553008319804519,-1.1234563662984662,-1.8616514841126026,-2.766962272166637
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-03,2018,3,53.941986868638075,203.02457759372072,-33.59038645710435,-247.07524803293822,-23.708680607373143,-30.517072356439122,-77.92482299149603,56.13800297534046,196.2644022846432,-35.41458024924131,-238.30473644130976,-18.657755722311794,-22.654961293577593,-62.629628446456785,-2.1960161067023876,6.7601753090775105,1.8241937921369598,-8.770511591628463,-5.050924885061349,-7.86211106286153,-15.295194545039244
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-04,2018,4,146.75456020133083,220.33396857546674,-92.87759207979532,-267.34696991399255,-15.943997176365896,-25.497172055627882,-34.57720244898403,153.2479074056364,214.20182912998084,-99.26572069259429,-261.552836508344,-13.081636315265856,-19.305394139844598,-25.7558511204315,-6.4933472043055644,6.132139445485905,6.388128612798965,-5.794133405648552,-2.86236086110004,-6.191777915783284,-8.821351328552531
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-05,2018,5,226.82317309826357,264.8434450501625,-130.44654961947725,-303.6295987771288,-9.609594571048781,-21.58329576816224,26.397579412608945,241.03891838656568,254.21670726459607,-144.7144825141034,-297.39149667715776,-8.094583582678114,-18.50193695082072,26.553125926401776,-14.215745288302116,10.626737785566405,14.267932894626142,-6.238102099971059,-1.5150109883706673,-3.0813588173415205,-0.15554651379283158
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-06,2018,6,250.40765833777795,294.0770086577981,-97.08502890278852,-324.92003881564796,-1.9561025921906259,-14.910244685962741,105.61325199898621,260.2164254297237,287.0038050186511,-113.6627940608713,-320.62660812235214,-2.835478692518435,-16.094921820290953,94.00042775234198,-9.808767091945754,7.073203639146982,16.577765158082784,-4.293430693295818,0.8793761003278093,1.1846771343282114,11.612824246644237
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-07,2018,7,204.37618427860548,307.32260414343386,-48.52418427158624,-333.04839734901475,-1.1323516847283297,-11.719746766742716,117.2741083499673,219.05569083719826,298.8327298050733,-60.105708476345235,-328.6572750183857,-1.7054354106076173,-13.294485965336476,114.12551577159657,-14.679506558592777,8.48987433836055,11.581524204758992,-4.391122330629059,0.5730837258792876,1.5747391985937593,3.1485925783707387
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-08,2018,8,131.38966928536752,307.21737457567826,-24.662200206814017,-335.241304761273,-2.324808876439884,-15.633849024429487,60.744880992089385,139.79359279948207,298.6805538355291,-33.60862332504284,-330.36589726582446,-3.9571878035448336,-17.006565122511947,53.53587311808713,-8.403923514114553,8.536820740149153,8.946423118228825,-4.875407495448542,1.6323789271049494,1.37271609808246,7.209007874002253
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-09,2018,9,56.57383210436438,294.4910691549075,-10.43585047358486,-327.2514902181873,-9.785093412551662,-28.39497007192171,-24.802502916973673,60.93004070852624,281.3113196144202,-15.345434575146175,-317.96678156134163,-10.138909399592862,-25.465388364806902,-26.67515357794116,-4.356208604161864,13.179749540487308,4.909584101561315,-9.28470865684568,0.3538159870411999,-2.9295817071148065,1.8726506609674871
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-10,2018,10,15.633766059191355,267.08046516544005,-3.1148464335466386,-306.6195404429768,-15.665710271924716,-30.104444752813805,-72.79031067663055,16.023401334949043,251.59390963270272,-3.6989961346598985,-292.77404367910043,-18.194006080657793,-30.29694088612855,-77.34667581289493,-0.3896352757576871,15.486555532737327,0.5841497011132599,-13.845496763876383,2.528295808733077,0.19249613331474436,4.556365136264375
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-11,2018,11,2.6035938125899643,236.6701852040661,-0.4361473985767148,-279.54735045409194,-25.08940015386545,-34.66682263188693,-100.46594162176498,2.719050983242942,222.49099492895394,-0.50561533275996,-266.1075685464417,-24.128708299687634,-30.33881213568567,-95.87065840237814,-0.11545717065297767,14.179190275112148,0.06946793418324515,-13.439781907650229,-0.9606918541778171,-4.328010496201259,-4.595283219386843
MOHC,HadGEM3-GC31-LL,r1i1p1f3,gn,ssp245,2018-12,2018,12,0.6629218143638104,218.52981087626281,-0.16884734056154097,-262.55130108563657,-29.82467704260436,-36.54744102658307,-109.89953380475892,0.7390062539791493,202.2764338131992,-0.23480611576753416,-245.65020073937973,-25.410773637326198,-28.119939534282114,-96.40027995957725,-0.07608443961533895,16.253377063063624,0.06595877520599319,-16.90110034625684,-4.4139034052781625,-8.427501492300959,-13.49925384518167
